movieId,userId,rating,genres
60,3,3.0,Adventure|Children|Fantasy
2028,3,4.0,Action|Drama|War
5349,3,3.0,Action|Adventure|Sci-Fi|Thriller
595,3,2.0,Animation|Children|Fantasy|Musical|Romance|IMAX
3243,3,3.0,Comedy
7361,3,3.0,Drama|Romance|Sci-Fi
588,3,3.0,Adventure|Animation|Children|Comedy|Musical
48783,3,4.5,Drama|War
593,3,3.0,Crime|Horror|Thriller
2841,3,4.0,Horror|Mystery|Thriller
27369,3,3.5,Animation|Comedy
84236,3,4.0,Documentary
58559,3,3.0,Action|Crime|Drama|IMAX
1271,3,3.0,Comedy|Crime|Drama
2858,3,4.0,Drama|Romance
2318,3,4.0,Comedy|Drama
592,3,3.0,Action|Crime|Thriller
7153,3,2.5,Action|Adventure|Drama|Fantasy
2959,3,5.0,Action|Crime|Drama|Thriller
1884,3,4.0,Adventure|Comedy|Drama
5669,3,3.5,Documentary
527,3,3.0,Drama|War
8622,3,3.5,Documentary
110,3,4.0,Action|Drama|War
2694,3,3.0,Comedy
44191,3,3.5,Action|Sci-Fi|Thriller|IMAX
356,3,5.0,Comedy|Drama|Romance|War
736,3,3.5,Action|Adventure|Romance|Thriller
1721,3,4.5,Drama|Romance
296,3,4.5,Comedy|Crime|Drama|Thriller
1210,3,3.0,Action|Adventure|Sci-Fi
1197,3,5.0,Action|Adventure|Comedy|Fantasy|Romance
1378,3,4.0,Action|Comedy|Western
50068,3,4.5,Drama|War
3949,3,5.0,Drama
377,3,2.5,Action|Romance|Thriller
866,3,3.0,Crime|Drama|Romance|Thriller
1235,3,4.0,Comedy|Drama|Romance
2716,3,3.0,Action|Comedy|Sci-Fi
1580,3,3.5,Action|Comedy|Sci-Fi
2513,3,3.0,Horror
355,3,2.5,Children|Comedy|Fantasy
3510,3,4.0,Drama|Thriller
2762,3,3.5,Drama|Horror|Mystery
2702,3,3.5,Drama
267,3,3.0,Comedy
318,3,5.0,Crime|Drama
778,3,4.0,Comedy|Crime|Drama
6377,3,3.0,Adventure|Animation|Children|Comedy
1259,4,4.0,Adventure|Drama
1125,4,5.0,Comedy|Crime
2406,4,5.0,Action|Adventure|Comedy|Romance
1210,4,5.0,Action|Adventure|Sci-Fi
1136,4,5.0,Adventure|Comedy|Fantasy
2551,4,4.0,Drama|Horror|Thriller
1198,4,5.0,Action|Adventure
2640,4,5.0,Action|Adventure|Sci-Fi
1206,4,5.0,Crime|Drama|Sci-Fi|Thriller
1200,4,5.0,Action|Adventure|Horror|Sci-Fi
1073,4,5.0,Children|Comedy|Fantasy|Musical
1127,4,5.0,Action|Adventure|Sci-Fi|Thriller
1079,4,5.0,Comedy|Crime
1208,4,5.0,Action|Drama|War
1219,4,5.0,Crime|Horror
1213,4,5.0,Crime|Drama
2403,4,4.0,Action|Adventure|Drama|Thriller
1089,4,5.0,Crime|Mystery|Thriller
1230,4,5.0,Comedy|Romance
2371,4,4.0,Comedy|Crime|Mystery
1240,4,5.0,Action|Sci-Fi|Thriller
2659,4,3.0,Comedy|Documentary
2409,4,4.0,Action|Drama
2454,4,5.0,Horror|Mystery|Sci-Fi
2616,4,1.0,Action|Crime
4006,4,2.0,Adventure|Animation|Children|Sci-Fi
1197,4,5.0,Action|Adventure|Comedy|Fantasy|Romance
2348,4,4.0,Drama
1257,4,5.0,Comedy|Romance
1194,4,5.0,Comedy
1225,4,5.0,Drama
1258,4,5.0,Horror
2628,4,5.0,Action|Adventure|Sci-Fi
1097,4,5.0,Children|Drama|Sci-Fi
1222,4,5.0,Drama|War
1196,4,5.0,Action|Adventure|Sci-Fi
1220,4,5.0,Action|Comedy|Musical
1214,4,5.0,Horror|Sci-Fi
1243,4,5.0,Comedy|Drama
2467,4,5.0,Crime|Drama|Mystery|Thriller
913,4,5.0,Film-Noir|Mystery
1270,4,5.0,Adventure|Comedy|Sci-Fi
2064,4,5.0,Documentary
2078,4,5.0,Animation|Children|Comedy|Musical
2080,4,5.0,Animation|Children|Comedy|Romance
2081,4,4.0,Animation|Children|Comedy|Musical|Romance
1674,4,5.0,Drama|Romance|Thriller
1663,4,4.0,Comedy|War
2085,4,5.0,Adventure|Animation|Children
2086,4,5.0,Drama|Fantasy
1580,4,5.0,Action|Comedy|Sci-Fi
2087,4,5.0,Animation|Children|Fantasy|Musical
1544,4,3.0,Action|Adventure|Sci-Fi|Thriller
2091,4,5.0,Children|Sci-Fi
2094,4,4.0,Action|Adventure|Sci-Fi
2096,4,5.0,Animation|Children|Musical
2100,4,5.0,Comedy|Fantasy|Romance
2054,4,3.0,Adventure|Children|Comedy|Fantasy|Sci-Fi
2046,4,5.0,Adventure|Children|Sci-Fi
2034,4,4.0,Children|Sci-Fi
2033,4,4.0,Adventure|Animation|Children|Fantasy
2003,4,2.0,Comedy|Horror
2002,4,3.0,Action|Comedy|Crime|Drama
2000,4,5.0,Action|Comedy|Crime|Drama
1994,4,5.0,Horror|Thriller
1968,4,5.0,Comedy|Drama
1967,4,3.0,Adventure|Fantasy|Musical
2018,4,5.0,Animation|Children|Drama
2102,4,5.0,Animation|Children|Comedy|Musical
1961,4,5.0,Drama
1953,4,5.0,Action|Crime|Thriller
1918,4,2.0,Action|Comedy|Crime|Thriller
1917,4,4.0,Action|Romance|Sci-Fi|Thriller
2020,4,4.0,Drama|Romance
2021,4,4.0,Adventure|Sci-Fi
1858,4,5.0,Action|Comedy
1805,4,1.0,Crime|Drama|Mystery|Thriller
1954,4,5.0,Drama
1396,4,5.0,Action|Comedy|Crime|Drama|Sci-Fi
2105,4,4.0,Action|Adventure|Sci-Fi
1388,4,4.0,Horror|Thriller
1334,4,5.0,Horror|Sci-Fi
1332,4,4.0,Horror|Thriller
2174,4,5.0,Comedy|Fantasy
1307,4,4.0,Comedy|Romance
2193,4,3.0,Action|Adventure|Fantasy
1298,4,4.0,Drama|Musical
2194,4,5.0,Action|Crime|Drama
1344,4,5.0,Crime|Drama|Thriller
2248,4,4.0,Comedy|Drama|Romance
1288,4,5.0,Comedy
2263,4,3.0,Drama|Fantasy|Thriller
2268,4,5.0,Crime|Drama|Thriller
1285,4,4.0,Comedy
1282,4,5.0,Animation|Children|Fantasy|Musical
1278,4,5.0,Comedy|Fantasy
2289,4,5.0,Comedy|Crime|Drama
1291,4,5.0,Action|Adventure
1265,4,5.0,Comedy|Fantasy|Romance
2161,4,5.0,Adventure|Children|Fantasy
2144,4,5.0,Comedy|Romance
2109,4,5.0,Comedy
1387,4,5.0,Action|Horror
1380,4,5.0,Comedy|Musical|Romance
1377,4,3.0,Action|Crime
2110,4,3.0,Comedy|Crime|Thriller
1376,4,3.0,Adventure|Comedy|Sci-Fi
2114,4,5.0,Drama
1356,4,4.0,Action|Adventure|Sci-Fi|Thriller
2115,4,5.0,Action|Adventure|Fantasy
34,4,5.0,Children|Drama
2124,4,4.0,Children|Comedy|Fantasy
2140,4,5.0,Adventure|Fantasy
2141,4,4.0,Adventure|Animation|Children|Comedy
1372,4,3.0,Action|Mystery|Sci-Fi
2143,4,4.0,Adventure|Fantasy|Romance
1371,4,4.0,Adventure|Sci-Fi
1374,4,4.0,Action|Adventure|Sci-Fi|Thriller
2683,4,4.0,Action|Adventure|Comedy
2014,4,4.0,Children|Comedy|Fantasy
2987,4,5.0,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
3104,4,4.0,Action|Comedy|Crime|Thriller
588,4,5.0,Adventure|Animation|Children|Comedy|Musical
2867,4,3.0,Comedy|Horror|Thriller
3108,4,5.0,Comedy|Drama|Fantasy|Romance
589,4,5.0,Action|Sci-Fi
356,4,5.0,Comedy|Drama|Romance|War
349,4,5.0,Action|Crime|Drama|Thriller
590,4,3.0,Adventure|Drama|Western
2822,4,3.0,Adventure|Romance
3169,4,4.0,Crime|Drama|Thriller
2804,4,5.0,Children|Comedy
357,4,5.0,Comedy|Romance
329,4,3.0,Adventure|Drama|Sci-Fi
3208,4,2.0,Action|Comedy
3210,4,4.0,Comedy|Drama|Romance
3251,4,5.0,Drama|Mystery
10,4,4.0,Action|Adventure|Thriller
435,4,1.0,Comedy|Sci-Fi
296,4,5.0,Comedy|Crime|Drama|Thriller
3255,4,4.0,Comedy|Drama
610,4,4.0,Action|Adventure|Animation|Horror|Sci-Fi
289,4,4.0,Comedy|Romance
2797,4,5.0,Comedy|Drama|Fantasy|Romance
616,4,5.0,Animation|Children
594,4,5.0,Animation|Children|Drama|Fantasy|Musical
2795,4,4.0,Comedy
3101,4,4.0,Drama|Thriller
2877,4,5.0,Musical
440,4,4.0,Comedy|Romance
3016,4,3.0,Horror
431,4,3.0,Crime|Drama
442,4,4.0,Action|Adventure|Sci-Fi
3034,4,5.0,Adventure|Animation|Children|Comedy|Musical
464,4,4.0,Action|Adventure|Crime|Thriller
480,4,5.0,Action|Adventure|Sci-Fi|Thriller
410,4,3.0,Children|Comedy|Fantasy
3039,4,4.0,Comedy
380,4,3.0,Action|Adventure|Comedy|Romance|Thriller
2991,4,5.0,Action|Adventure|Thriller
2872,4,5.0,Adventure|Fantasy
1036,4,5.0,Action|Crime|Thriller
2986,4,3.0,Action|Crime|Sci-Fi|Thriller
2968,4,5.0,Adventure|Comedy|Fantasy|Sci-Fi
3060,4,5.0,Comedy|Drama|Musical
2918,4,5.0,Comedy
2916,4,4.0,Action|Adventure|Sci-Fi|Thriller
2903,4,1.0,Horror|Thriller
2902,4,2.0,Horror|Mystery|Thriller
541,4,5.0,Action|Sci-Fi|Thriller
367,4,4.0,Action|Comedy|Crime|Fantasy
364,4,5.0,Adventure|Animation|Children|Drama|Musical|IMAX
3071,4,4.0,Comedy|Drama
3040,4,5.0,Comedy
2791,4,5.0,Comedy
596,4,5.0,Animation|Children|Fantasy|Musical
153,4,4.0,Action|Adventure|Comedy|Crime
858,4,5.0,Crime|Drama
903,4,5.0,Drama|Mystery|Romance|Thriller
185,4,3.0,Action|Crime|Thriller
173,4,3.0,Action|Crime|Sci-Fi
910,4,4.0,Comedy|Crime
2005,4,5.0,Action|Adventure|Children|Comedy|Fantasy
919,4,5.0,Adventure|Children|Fantasy|Musical
141,4,5.0,Comedy
1011,4,4.0,Children|Comedy|Fantasy|Romance
1016,4,4.0,Children|Comedy
1022,4,5.0,Animation|Children|Fantasy|Musical|Romance
112,4,5.0,Action|Adventure|Comedy|Crime
1028,4,5.0,Children|Comedy|Fantasy|Musical
1030,4,5.0,Adventure|Animation|Children|Musical
1031,4,5.0,Adventure|Children|Musical
1032,4,5.0,Adventure|Animation|Children|Fantasy|Musical
1033,4,5.0,Animation|Children|Drama
260,4,5.0,Action|Adventure|Sci-Fi
2699,4,4.0,Comedy|Horror
434,4,4.0,Action|Adventure|Thriller
2723,4,5.0,Action|Comedy|Fantasy
3265,4,5.0,Action|Crime|Drama|Thriller
2788,4,5.0,Comedy
2770,4,1.0,Comedy
2734,4,4.0,Adventure|Drama|Thriller
3263,4,3.0,Comedy|Drama
2716,4,5.0,Action|Comedy|Sci-Fi
1961,5,4.0,Drama
277,5,4.5,Drama
367,5,4.0,Action|Comedy|Crime|Fantasy
4718,5,3.5,Comedy
8464,5,4.0,Comedy|Documentary|Drama
5995,5,4.0,Drama|War
377,5,4.0,Action|Romance|Thriller
1721,5,4.0,Drama|Romance
4308,5,3.5,Drama|Musical|Romance
1968,5,4.0,Comedy|Drama
6377,5,4.0,Adventure|Animation|Children|Comedy
4306,5,3.5,Adventure|Animation|Children|Comedy|Fantasy|Romance
1997,5,3.5,Horror|Mystery
8636,5,4.5,Action|Adventure|Sci-Fi|IMAX
6373,5,4.0,Comedy|Drama|Fantasy|Romance
8622,5,3.5,Documentary
104,5,4.0,Comedy
6711,5,2.5,Comedy|Drama|Romance
2081,5,5.0,Animation|Children|Comedy|Musical|Romance
3408,5,4.0,Drama
3753,5,3.5,Action|Drama|War
2023,5,1.5,Crime|Drama|Mystery|Thriller
1485,5,4.5,Comedy
3114,5,3.5,Adventure|Animation|Children|Comedy|Fantasy
1784,5,4.5,Comedy|Drama|Romance
6218,5,3.5,Comedy|Drama|Romance
1544,5,3.5,Action|Adventure|Sci-Fi|Thriller
356,5,4.0,Comedy|Drama|Romance|War
231,5,3.5,Adventure|Comedy
6502,5,4.0,Action|Horror|Sci-Fi
1777,5,4.0,Comedy|Romance
1393,5,3.5,Drama|Romance
8376,5,4.0,Comedy
3176,5,3.5,Drama|Mystery|Thriller
1682,5,4.0,Comedy|Drama|Sci-Fi
1923,5,4.5,Comedy|Romance
1380,5,5.0,Comedy|Musical|Romance
48385,5,4.5,Comedy
8644,5,4.0,Action|Adventure|Sci-Fi|Thriller
150,5,4.0,Adventure|Drama|IMAX
141,5,4.0,Comedy
364,5,4.0,Adventure|Animation|Children|Drama|Musical|IMAX
344,5,3.5,Comedy
4447,5,4.5,Comedy|Romance
2683,5,4.0,Action|Adventure|Comedy
440,5,4.0,Comedy|Romance
5464,5,4.0,Crime|Drama
30793,5,3.5,Adventure|Children|Comedy|Fantasy|IMAX
2355,5,3.5,Adventure|Animation|Children|Comedy
595,5,4.0,Animation|Children|Fantasy|Musical|Romance|IMAX
4995,5,4.5,Drama|Romance
597,5,5.0,Comedy|Romance
2424,5,4.0,Comedy|Romance
1221,5,2.5,Crime|Drama
2770,5,3.5,Comedy
2762,5,3.5,Drama|Horror|Mystery
2502,5,3.5,Comedy|Crime
2706,5,4.0,Comedy|Romance
788,5,3.5,Comedy|Fantasy|Romance|Sci-Fi
34162,5,4.5,Comedy|Romance
858,5,2.5,Crime|Drama
2694,5,4.5,Comedy
39,5,4.0,Comedy|Romance
903,5,3.5,Drama|Mystery|Romance|Thriller
1193,5,3.0,Drama
33679,5,4.0,Action|Adventure|Comedy|Romance
919,5,4.0,Adventure|Children|Fantasy|Musical
1022,5,4.0,Animation|Children|Fantasy|Musical|Romance
5266,5,3.5,Thriller
3897,5,4.5,Drama
3948,5,3.5,Comedy
5349,5,4.5,Action|Adventure|Sci-Fi|Thriller
33166,5,5.0,Crime|Drama
5299,5,4.5,Comedy|Romance
1035,5,5.0,Musical|Romance
1247,5,4.0,Comedy|Drama|Romance
30749,5,4.5,Drama|War
35836,5,4.0,Comedy|Romance
40819,5,4.5,Drama|Musical|Romance
5669,5,3.5,Documentary
41566,5,4.0,Adventure|Children|Fantasy
586,5,4.0,Children|Comedy
4963,5,3.0,Crime|Thriller
41569,5,4.0,Action|Adventure|Drama|Fantasy|Thriller
5679,5,4.5,Horror|Mystery|Thriller
4018,5,4.0,Comedy|Romance
588,5,3.5,Adventure|Animation|Children|Comedy|Musical
3,5,4.0,Comedy|Romance
2273,5,4.0,Action|Comedy|Crime|Thriller
500,5,4.5,Comedy|Drama
5816,5,3.0,Adventure|Fantasy
1307,5,4.0,Comedy|Romance
30707,5,4.5,Drama
4014,5,4.0,Drama|Romance
2997,5,3.5,Comedy|Drama|Fantasy
4022,5,3.5,Drama
2918,5,3.5,Comedy
6942,5,4.0,Comedy|Drama|Romance
2294,5,4.0,Adventure|Animation|Children|Comedy|Fantasy
4025,5,4.5,Comedy|Crime
158,6,2.0,Adventure|Children
2571,6,1.0,Action|Sci-Fi|Thriller
173,6,2.0,Action|Crime|Sci-Fi
7361,6,4.0,Drama|Romance|Sci-Fi
2019,6,4.0,Action|Adventure|Drama
2692,6,4.0,Action|Crime
7090,6,3.0,Action|Adventure|Drama
8368,6,3.5,Adventure|Fantasy|IMAX
3052,6,1.0,Adventure|Comedy|Fantasy
8636,6,4.0,Action|Adventure|Sci-Fi|IMAX
2174,6,4.0,Comedy|Fantasy
2657,6,2.0,Comedy|Horror|Musical|Sci-Fi
111,6,4.0,Crime|Drama|Thriller
2001,6,3.0,Action|Comedy|Crime|Drama
5952,6,5.0,Adventure|Fantasy
903,6,4.0,Drama|Mystery|Romance|Thriller
1909,6,3.0,Action|Crime|Mystery|Sci-Fi|Thriller
2528,6,3.0,Action|Adventure|Sci-Fi
1876,6,0.5,Drama|Sci-Fi|Thriller
3114,6,4.0,Adventure|Animation|Children|Comedy|Fantasy
4975,6,1.5,Mystery|Romance|Sci-Fi|Thriller
1250,6,4.5,Adventure|Drama|War
1259,6,4.5,Adventure|Drama
3751,6,1.5,Animation|Children|Comedy
7153,6,5.0,Action|Adventure|Drama|Fantasy
1639,6,2.0,Comedy|Drama|Romance
596,6,4.0,Animation|Children|Fantasy|Musical
293,6,5.0,Action|Crime|Drama|Thriller
1358,6,2.0,Drama
2072,6,4.0,Comedy
8784,6,3.0,Comedy|Drama|Romance
1687,6,2.0,Action|Thriller
2502,6,3.5,Comedy|Crime
2723,6,3.0,Action|Comedy|Fantasy
1747,6,2.0,Comedy
1204,6,5.0,Adventure|Drama|War
8874,6,4.5,Comedy|Horror
1276,6,4.5,Drama
3300,6,3.5,Horror|Sci-Fi|Thriller
2890,6,3.0,Action|Adventure|Comedy|Drama|War
4641,6,1.5,Comedy|Drama
2529,6,4.0,Action|Drama|Sci-Fi
2761,6,4.5,Adventure|Animation|Children|Drama|Sci-Fi
1285,6,4.5,Comedy
21,7,3.0,Comedy|Crime|Thriller
10,7,3.0,Action|Adventure|Thriller
1,7,3.0,Adventure|Animation|Children|Comedy|Fantasy
1073,7,3.0,Children|Comedy|Fantasy|Musical
1036,7,3.0,Action|Crime|Thriller
1275,7,4.0,Action|Adventure|Fantasy
1278,7,3.0,Comedy|Fantasy
737,7,1.0,Action|Sci-Fi
1287,7,4.0,Action|Adventure|Drama
500,7,3.0,Comedy|Drama
1288,7,4.0,Comedy
480,7,4.0,Action|Adventure|Sci-Fi|Thriller
1291,7,3.0,Action|Adventure
1198,7,5.0,Action|Adventure
745,7,5.0,Animation|Children|Comedy
780,7,3.0,Action|Adventure|Sci-Fi|Thriller
1298,7,3.0,Drama|Musical
1302,7,4.0,Children|Drama|Fantasy
380,7,4.0,Action|Adventure|Comedy|Romance|Thriller
377,7,3.0,Action|Romance|Thriller
1197,7,3.0,Action|Adventure|Comedy|Fantasy|Romance
367,7,3.0,Action|Comedy|Crime|Fantasy
1231,7,4.0,Drama
736,7,1.0,Action|Adventure|Romance|Thriller
364,7,3.0,Adventure|Animation|Children|Drama|Musical|IMAX
1210,7,5.0,Action|Adventure|Sci-Fi
724,7,2.0,Drama|Fantasy|Horror|Thriller
610,7,3.0,Action|Adventure|Animation|Horror|Sci-Fi
595,7,3.0,Animation|Children|Fantasy|Musical|Romance|IMAX
594,7,4.0,Animation|Children|Drama|Fantasy|Musical
1240,7,4.0,Action|Sci-Fi|Thriller
1242,7,5.0,Drama|War
671,7,4.0,Comedy|Sci-Fi
1225,7,5.0,Drama
592,7,3.0,Action|Crime|Thriller
590,7,4.0,Adventure|Drama|Western
1223,7,5.0,Adventure|Animation|Children|Comedy|Sci-Fi
1220,7,4.0,Action|Comedy|Musical
589,7,3.0,Action|Sci-Fi
708,7,3.0,Comedy|Romance
588,7,4.0,Adventure|Animation|Children|Comedy|Musical
551,7,4.0,Animation|Children|Fantasy|Musical
720,7,5.0,Adventure|Animation|Comedy
541,7,4.0,Action|Sci-Fi|Thriller
539,7,3.0,Comedy|Drama|Romance
534,7,4.0,Drama|Romance
1270,7,3.0,Adventure|Comedy|Sci-Fi
1353,7,3.0,Comedy|Drama|Romance
1307,7,3.0,Comedy|Romance
357,7,3.0,Comedy|Romance
1079,7,4.0,Comedy|Crime
316,7,2.0,Action|Adventure|Sci-Fi
110,7,5.0,Action|Drama|War
1148,7,5.0,Animation|Children|Comedy|Crime
1136,7,4.0,Adventure|Comedy|Fantasy
1080,7,4.0,Comedy
112,7,4.0,Action|Adventure|Comedy|Crime
318,7,5.0,Crime|Drama
1129,7,3.0,Action|Adventure|Sci-Fi|Thriller
272,7,3.0,Comedy|Drama
924,7,4.0,Adventure|Drama|Sci-Fi
1097,7,3.0,Children|Drama|Sci-Fi
260,7,5.0,Action|Adventure|Sci-Fi
40,7,4.0,Drama
207,7,3.0,Drama|Romance
198,7,2.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
1125,7,3.0,Comedy|Crime
31,7,3.0,Drama
1196,7,5.0,Action|Adventure|Sci-Fi
1408,7,1.0,Action|Romance|War|Western
786,7,2.0,Action|Drama|Thriller
1371,7,3.0,Adventure|Sci-Fi
1372,7,3.0,Action|Mystery|Sci-Fi
356,7,3.0,Comedy|Drama|Romance|War
1373,7,2.0,Action|Sci-Fi
355,7,3.0,Children|Comedy|Fantasy
345,7,3.0,Comedy|Drama
34,7,4.0,Children|Drama
1374,7,4.0,Action|Adventure|Sci-Fi|Thriller
1375,7,3.0,Action|Adventure|Sci-Fi
1376,7,3.0,Adventure|Comedy|Sci-Fi
333,7,3.0,Comedy
104,7,3.0,Comedy
1394,7,3.0,Comedy
1405,7,5.0,Adventure|Animation|Comedy|Crime
329,7,3.0,Adventure|Drama|Sci-Fi
151,7,4.0,Action|Drama|Romance|War
141,7,4.0,Comedy
628,8,4.0,Crime|Drama|Mystery|Thriller
858,8,5.0,Crime|Drama
5378,8,3.5,Action|Adventure|Sci-Fi|IMAX
2762,8,4.5,Drama|Horror|Mystery
32587,8,3.5,Action|Crime|Film-Noir|Mystery|Thriller
47,8,5.0,Mystery|Thriller
45,8,2.5,Comedy|Drama|Thriller
2716,8,3.5,Action|Comedy|Sci-Fi
805,8,3.5,Drama|Thriller
2770,8,2.5,Comedy
2791,8,4.5,Comedy
7361,8,4.0,Drama|Romance|Sci-Fi
2797,8,3.5,Comedy|Drama|Fantasy|Romance
356,8,4.0,Comedy|Drama|Romance|War
3147,8,4.5,Crime|Drama
6874,8,5.0,Action|Crime|Thriller
318,8,5.0,Crime|Drama
296,8,4.0,Comedy|Crime|Drama|Thriller
6870,8,4.0,Crime|Drama|Mystery
282,8,2.0,Drama
6377,8,4.0,Adventure|Animation|Children|Comedy
6378,8,3.0,Action|Crime
8874,8,3.0,Comedy|Horror
8873,8,4.0,Adventure|Drama
260,8,3.5,Action|Adventure|Sci-Fi
8784,8,4.5,Comedy|Drama|Romance
110,8,4.0,Action|Drama|War
3578,8,5.0,Action|Adventure|Drama
6879,8,3.0,Drama|Thriller
5445,8,4.5,Action|Crime|Mystery|Sci-Fi|Thriller
5989,8,3.5,Crime|Drama
50,8,5.0,Crime|Mystery|Thriller
5464,8,4.0,Crime|Drama
2804,8,3.5,Children|Comedy
593,8,4.5,Crime|Horror|Thriller
2841,8,3.0,Horror|Mystery|Thriller
589,8,4.0,Action|Sci-Fi
2858,8,4.5,Drama|Romance
543,8,5.0,Comedy|Romance|Thriller
5630,8,4.0,Crime|Mystery|Thriller
5650,8,4.0,Comedy
2918,8,5.0,Comedy
527,8,5.0,Drama|War
5669,8,3.0,Documentary
524,8,2.0,Drama
520,8,3.5,Comedy
457,8,4.5,Thriller
5952,8,4.0,Adventure|Fantasy
2959,8,4.0,Action|Crime|Drama|Thriller
8533,8,2.5,Drama|Romance
2324,8,4.0,Comedy|Drama|Romance|War
4019,8,3.5,Drama
4963,8,4.5,Crime|Thriller
1617,8,3.5,Crime|Film-Noir|Mystery|Thriller
1625,8,5.0,Drama|Mystery|Thriller
1265,8,3.0,Comedy|Fantasy|Romance
7153,8,4.0,Action|Adventure|Drama|Fantasy
33166,8,4.5,Crime|Drama
1674,8,4.0,Drama|Romance|Thriller
40819,8,3.5,Drama|Musical|Romance
4973,8,4.0,Comedy|Romance
2302,8,4.5,Comedy
1258,8,4.0,Horror
4448,8,2.5,Action|Drama
4011,8,4.5,Comedy|Crime|Thriller
1259,8,4.0,Adventure|Drama
2329,8,5.0,Crime|Drama
1270,8,4.0,Adventure|Comedy|Sci-Fi
4896,8,3.5,Adventure|Children|Fantasy
1387,8,4.0,Action|Horror
1358,8,0.5,Drama
1393,8,3.0,Drama|Romance
44004,8,3.0,Comedy|Romance
1302,8,3.5,Children|Drama|Fantasy
43871,8,3.0,Crime|Drama|Thriller
