,userId,genre,mean,genreId
509,26,Fantasy,3.2142857142857144,9
510,26,Film-Noir,4.0,10
511,26,Horror,3.1666666666666665,11
512,26,IMAX,4.0,12
514,26,Mystery,3.977272727272727,14
515,26,Romance,3.1470588235294117,15
516,26,Sci-Fi,3.2222222222222223,16
517,26,Thriller,3.716417910447761,17
518,26,War,3.7222222222222223,18
519,26,Western,3.75,19
521,27,Action,4.0,1
522,27,Adventure,4.0,2
525,27,Comedy,3.2,5
526,27,Crime,3.857142857142857,6
528,27,Drama,3.875,8
531,27,Horror,3.3333333333333335,11
534,27,Mystery,4.333333333333333,14
535,27,Romance,3.8,15
536,27,Sci-Fi,4.0,16
537,27,Thriller,3.6,17
538,27,War,5.0,18
541,28,Action,3.3333333333333335,1
542,28,Adventure,3.375,2
544,28,Children,2.0,4
545,28,Comedy,4.466666666666667,5
546,28,Crime,4.777777777777778,6
548,28,Drama,4.28125,8
549,28,Fantasy,3.0,9
550,28,Film-Noir,4.666666666666667,10
551,28,Horror,5.0,11
553,28,Musical,5.0,13
554,28,Mystery,4.285714285714286,14
555,28,Romance,4.222222222222222,15
556,28,Sci-Fi,3.6,16
557,28,Thriller,4.384615384615385,17
558,28,War,4.571428571428571,18
561,29,Action,3.5,1
562,29,Adventure,1.5,2
564,29,Children,1.5,4
565,29,Comedy,2.6,5
566,29,Crime,5.0,6
568,29,Drama,2.8333333333333335,8
569,29,Fantasy,1.75,9
571,29,Horror,3.2142857142857144,11
572,29,IMAX,3.625,12
574,29,Mystery,2.5,14
575,29,Romance,0.875,15
576,29,Sci-Fi,3.0,16
577,29,Thriller,2.8333333333333335,17
578,29,War,4.5,18
581,30,Action,3.6121212121212123,1
582,30,Adventure,3.6153846153846154,2
583,30,Animation,3.9523809523809526,3
584,30,Children,3.5294117647058822,4
585,30,Comedy,3.6033519553072626,5
586,30,Crime,3.9972375690607733,6
587,30,Documentary,3.375,7
588,30,Drama,3.956637168141593,8
589,30,Fantasy,3.457627118644068,9
590,30,Film-Noir,4.545454545454546,10
591,30,Horror,3.3728813559322033,11
592,30,IMAX,4.333333333333333,12
593,30,Musical,3.7804878048780486,13
594,30,Mystery,3.8777777777777778,14
595,30,Romance,3.8763440860215055,15
596,30,Sci-Fi,3.3375,16
597,30,Thriller,3.792727272727273,17
598,30,War,4.023809523809524,18
599,30,Western,3.8958333333333335,19
601,31,Action,4.380952380952381,1
602,31,Adventure,4.214285714285714,2
603,31,Animation,4.0,3
604,31,Children,4.0,4
605,31,Comedy,3.9782608695652173,5
606,31,Crime,4.342105263157895,6
607,31,Documentary,4.0,7
608,31,Drama,4.205882352941177,8
609,31,Fantasy,4.208333333333333,9
612,31,IMAX,4.25,12
613,31,Musical,3.75,13
614,31,Mystery,4.2,14
615,31,Romance,4.0,15
616,31,Sci-Fi,4.363636363636363,16
617,31,Thriller,4.3,17
618,31,War,4.3,18
619,31,Western,4.0,19
621,32,Action,3.9047619047619047,1
622,32,Adventure,3.75,2
623,32,Animation,2.6666666666666665,3
624,32,Children,3.0,4
625,32,Comedy,3.375,5
626,32,Crime,3.5,6
628,32,Drama,3.789473684210526,8
629,32,Fantasy,3.1666666666666665,9
632,32,IMAX,3.3333333333333335,12
633,32,Musical,2.6666666666666665,13
634,32,Mystery,3.0,14
635,32,Romance,3.375,15
636,32,Sci-Fi,4.142857142857143,16
637,32,Thriller,3.6153846153846154,17
638,32,War,4.333333333333333,18
639,32,Western,4.0,19
641,33,Action,3.0625,1
642,33,Adventure,3.0476190476190474,2
643,33,Animation,4.0,3
644,33,Children,3.0,4
645,33,Comedy,3.230769230769231,5
646,33,Crime,3.6666666666666665,6
647,33,Documentary,3.5,7
648,33,Drama,3.3947368421052633,8
649,33,Fantasy,3.111111111111111,9
651,33,Horror,3.176470588235294,11
653,33,Musical,2.0,13
654,33,Mystery,3.5,14
655,33,Romance,3.3043478260869565,15
656,33,Sci-Fi,2.8333333333333335,16
657,33,Thriller,3.3333333333333335,17
658,33,War,1.0,18
661,34,Action,3.783333333333333,1
662,34,Adventure,3.926829268292683,2
663,34,Animation,4.0,3
664,34,Children,3.5,4
665,34,Comedy,3.638888888888889,5
666,34,Crime,3.8823529411764706,6
667,34,Documentary,4.25,7
668,34,Drama,4.043478260869565,8
669,34,Fantasy,3.3636363636363638,9
670,34,Film-Noir,3.1666666666666665,10
671,34,Horror,3.787878787878788,11
672,34,IMAX,4.0,12
673,34,Musical,3.5714285714285716,13
674,34,Mystery,3.9130434782608696,14
675,34,Romance,3.764705882352941,15
676,34,Sci-Fi,3.82,16
677,34,Thriller,3.9672131147540983,17
678,34,War,4.217391304347826,18
679,34,Western,4.0,19
681,35,Action,2.875,1
682,35,Adventure,2.0,2
683,35,Animation,1.5,3
684,35,Children,1.5,4
685,35,Comedy,2.7142857142857144,5
686,35,Crime,2.8,6
688,35,Drama,2.25,8
689,35,Fantasy,1.25,9
691,35,Horror,2.0,11
693,35,Musical,1.5,13
695,35,Romance,2.9166666666666665,15
696,35,Sci-Fi,2.1666666666666665,16
697,35,Thriller,2.142857142857143,17
698,35,War,1.0,18
701,36,Action,3.533333333333333,1
702,36,Adventure,3.4545454545454546,2
703,36,Animation,3.3333333333333335,3
704,36,Children,3.1666666666666665,4
705,36,Comedy,3.425,5
706,36,Crime,3.65,6
707,36,Documentary,4.0,7
708,36,Drama,3.80327868852459,8
709,36,Fantasy,3.25,9
711,36,Horror,3.4,11
713,36,Musical,3.3333333333333335,13
714,36,Mystery,4.0,14
715,36,Romance,3.5185185185185186,15
716,36,Sci-Fi,3.5714285714285716,16
717,36,Thriller,3.5172413793103448,17
718,36,War,3.5,18
719,36,Western,3.0,19
721,37,Action,3.5,1
722,37,Adventure,4.0,2
723,37,Animation,4.428571428571429,3
724,37,Children,4.375,4
725,37,Comedy,3.933333333333333,5
726,37,Crime,3.6666666666666665,6
728,37,Drama,4.333333333333333,8
729,37,Fantasy,4.5,9
732,37,IMAX,5.0,12
733,37,Musical,5.0,13
735,37,Romance,4.25,15
736,37,Sci-Fi,3.0,16
737,37,Thriller,3.6666666666666665,17
738,37,War,4.5,18
741,38,Action,3.9130434782608696,1
742,38,Adventure,4.05,2
743,38,Animation,4.0,3
744,38,Children,3.875,4
745,38,Comedy,4.229166666666667,5
746,38,Crime,4.222222222222222,6
747,38,Documentary,4.75,7
748,38,Drama,4.345238095238095,8
749,38,Fantasy,4.0625,9
751,38,Horror,4.5,11
752,38,IMAX,4.0,12
753,38,Musical,3.75,13
754,38,Mystery,4.541666666666667,14
755,38,Romance,4.2894736842105265,15
756,38,Sci-Fi,4.045454545454546,16
757,38,Thriller,4.176470588235294,17
758,38,War,4.5,18
759,38,Western,3.5,19
761,39,Action,3.92,1
762,39,Adventure,3.75,2
763,39,Animation,3.0,3
764,39,Children,3.0,4
765,39,Comedy,3.8666666666666667,5
766,39,Crime,3.7777777777777777,6
767,39,Documentary,5.0,7
768,39,Drama,3.789473684210526,8
769,39,Fantasy,3.5,9
771,39,Horror,3.625,11
772,39,IMAX,3.5,12
773,39,Musical,3.0,13
774,39,Mystery,3.5,14
775,39,Romance,4.0,15
776,39,Sci-Fi,3.5555555555555554,16
777,39,Thriller,3.9655172413793105,17
778,39,War,4.0,18
779,39,Western,3.5,19
781,40,Action,4.4523809523809526,1
782,40,Adventure,4.53125,2
783,40,Animation,4.333333333333333,3
784,40,Children,4.333333333333333,4
785,40,Comedy,4.666666666666667,5
786,40,Crime,4.55,6
788,40,Drama,4.425,8
789,40,Fantasy,4.666666666666667,9
791,40,Horror,4.5,11
792,40,IMAX,4.416666666666667,12
793,40,Musical,4.5,13
794,40,Mystery,4.611111111111111,14
795,40,Romance,4.75,15
796,40,Sci-Fi,4.566666666666666,16
797,40,Thriller,4.527777777777778,17
798,40,War,4.0,18
799,40,Western,4.0,19
801,41,Action,3.875,1
802,41,Adventure,3.9565217391304346,2
803,41,Animation,3.7,3
804,41,Children,3.933333333333333,4
805,41,Comedy,3.8513513513513513,5
806,41,Crime,3.8125,6
808,41,Drama,3.918181818181818,8
809,41,Fantasy,3.925,9
810,41,Film-Noir,4.0,10
811,41,Horror,3.6481481481481484,11
812,41,IMAX,4.0,12
813,41,Musical,4.2368421052631575,13
814,41,Mystery,3.8636363636363638,14
815,41,Romance,3.96875,15
816,41,Sci-Fi,3.8225806451612905,16
817,41,Thriller,3.8833333333333333,17
818,41,War,3.75,18
819,41,Western,3.5,19
821,42,Action,3.977272727272727,1
822,42,Adventure,3.986111111111111,2
823,42,Animation,3.7,3
824,42,Children,3.9166666666666665,4
825,42,Comedy,3.9444444444444446,5
826,42,Crime,4.1,6
828,42,Drama,4.041666666666667,8
829,42,Fantasy,3.7916666666666665,9
831,42,Horror,3.25,11
832,42,IMAX,3.78125,12
833,42,Musical,4.0,13
834,42,Mystery,4.166666666666667,14
835,42,Romance,3.7857142857142856,15
836,42,Sci-Fi,4.074074074074074,16
837,42,Thriller,3.9615384615384617,17
838,42,War,4.333333333333333,18
841,43,Action,2.7058823529411766,1
842,43,Adventure,2.8421052631578947,2
843,43,Animation,3.4285714285714284,3
844,43,Children,3.357142857142857,4
845,43,Comedy,2.911392405063291,5
846,43,Crime,2.4285714285714284,6
848,43,Drama,3.41025641025641,8
849,43,Fantasy,3.3,9
851,43,Horror,2.2222222222222223,11
853,43,Musical,3.1666666666666665,13
854,43,Mystery,3.0,14
855,43,Romance,3.3333333333333335,15
856,43,Sci-Fi,2.7,16
857,43,Thriller,2.75,17
858,43,War,4.2,18
859,43,Western,3.0,19
861,44,Action,3.4,1
862,44,Adventure,3.625,2
863,44,Animation,4.0,3
864,44,Children,4.0,4
865,44,Comedy,3.375,5
866,44,Crime,3.0,6
868,44,Drama,3.25,8
869,44,Fantasy,3.5,9
874,44,Mystery,3.0,14
875,44,Romance,3.3333333333333335,15
876,44,Sci-Fi,3.5,16
877,44,Thriller,3.4166666666666665,17
881,45,Action,2.5,1
882,45,Adventure,3.5,2
885,45,Comedy,2.9375,5
886,45,Crime,4.75,6
888,45,Drama,3.625,8
889,45,Fantasy,3.8333333333333335,9
890,45,Film-Noir,4.5,10
891,45,Horror,3.5,11
893,45,Musical,4.0,13
894,45,Mystery,5.0,14
895,45,Romance,3.3125,15
896,45,Sci-Fi,4.25,16
897,45,Thriller,4.5,17
898,45,War,0.5,18
901,46,Action,5.0,1
902,46,Adventure,5.0,2
903,46,Animation,5.0,3
904,46,Children,4.857142857142857,4
905,46,Comedy,4.882352941176471,5
906,46,Crime,4.923076923076923,6
908,46,Drama,5.0,8
909,46,Fantasy,4.9375,9
911,46,Horror,5.0,11
912,46,IMAX,5.0,12
914,46,Mystery,5.0,14
915,46,Romance,5.0,15
916,46,Sci-Fi,5.0,16
917,46,Thriller,5.0,17
918,46,War,5.0,18
921,47,Action,3.8947368421052633,1
922,47,Adventure,3.8666666666666667,2
923,47,Animation,4.0,3
924,47,Children,4.0,4
925,47,Comedy,3.6363636363636362,5
926,47,Crime,4.0,6
928,47,Drama,4.0,8
929,47,Fantasy,4.0,9
931,47,Horror,4.0,11
932,47,IMAX,3.5,12
933,47,Musical,3.5,13
934,47,Mystery,3.6666666666666665,14
935,47,Romance,3.4,15
936,47,Sci-Fi,4.0,16
937,47,Thriller,4.0588235294117645,17
938,47,War,4.333333333333333,18
939,47,Western,3.0,19
941,48,Action,3.411042944785276,1
942,48,Adventure,3.5,2
943,48,Animation,3.5330578512396693,3
944,48,Children,3.486842105263158,4
945,48,Comedy,3.5098039215686274,5
946,48,Crime,3.6206896551724137,6
947,48,Documentary,3.9444444444444446,7
948,48,Drama,3.68407960199005,8
949,48,Fantasy,3.5549450549450547,9
950,48,Film-Noir,4.5,10
951,48,Horror,3.1805555555555554,11
952,48,IMAX,3.2430555555555554,12
953,48,Musical,3.4166666666666665,13
954,48,Mystery,3.509259259259259,14
955,48,Romance,3.7421875,15
956,48,Sci-Fi,3.397810218978102,16
957,48,Thriller,3.384892086330935,17
958,48,War,3.825,18
959,48,Western,3.75,19
961,49,Action,3.269230769230769,1
962,49,Adventure,3.508771929824561,2
963,49,Animation,5.0,3
964,49,Children,3.5384615384615383,4
965,49,Comedy,3.5416666666666665,5
966,49,Crime,3.0,6
968,49,Drama,3.675,8
969,49,Fantasy,3.7857142857142856,9
971,49,Horror,4.0,11
973,49,Musical,3.75,13
974,49,Mystery,4.0,14
975,49,Romance,3.6923076923076925,15
976,49,Sci-Fi,3.217391304347826,16
977,49,Thriller,3.1875,17
978,49,War,3.696969696969697,18
979,49,Western,3.25,19
981,50,Action,3.409090909090909,1
982,50,Adventure,3.142857142857143,2
985,50,Comedy,3.1875,5
986,50,Crime,3.4285714285714284,6
988,50,Drama,3.3157894736842106,8
989,50,Fantasy,3.5,9
991,50,Horror,3.0,11
992,50,IMAX,3.0,12
994,50,Mystery,3.0,14
995,50,Romance,3.272727272727273,15
996,50,Sci-Fi,3.625,16
997,50,Thriller,3.3333333333333335,17
998,50,War,4.0,18
999,50,Western,3.3333333333333335,19
1001,51,Action,3.7142857142857144,1
1002,51,Adventure,4.285714285714286,2
1003,51,Animation,5.0,3
1004,51,Children,5.0,4
1005,51,Comedy,3.5384615384615383,5
1006,51,Crime,4.75,6
1008,51,Drama,3.75,8
1009,51,Fantasy,5.0,9
1010,51,Film-Noir,4.0,10
1011,51,Horror,4.6,11
1014,51,Mystery,4.5,14
1015,51,Romance,3.0,15
1016,51,Sci-Fi,4.0,16
1017,51,Thriller,4.166666666666667,17
1018,51,War,5.0,18
1019,51,Western,2.0,19
1021,52,Action,3.5,1
1022,52,Adventure,4.5,2
1023,52,Animation,3.5,3
1024,52,Children,4.25,4
1025,52,Comedy,3.4285714285714284,5
1026,52,Crime,3.5,6
1028,52,Drama,3.904255319148936,8
1029,52,Fantasy,4.666666666666667,9
1031,52,Horror,0.8333333333333334,11
1032,52,IMAX,5.0,12
1033,52,Musical,3.75,13
1034,52,Mystery,3.1666666666666665,14
